mid,chinese_text,like_count,comments_count,reposts_count,created_date,user_id,attitude
4.45E+15,在上海迪士尼待了14个小时刷了13个项目的走心攻略！ 赶紧来马走～ 上海迪士尼调整票价 上海 ,822,62,413,9月15日,6118811663,1
4.45E+15,【投票：上海迪士尼调整票价 你去过上海迪士尼乐园吗？】 财经网的微博投票 ,160354,365,219,9月15日,1642088277,0
4.45E+15,王一博王一博上海迪士尼大雨中跳舞，王一博后劲太大了！我越来越爱他了咋办！！！ 律动popping的微博视频 ,71,7,15,12月4日,6042105371,0
4.45E+15,迪士尼玫玫缓缓倒下的画面，让无数拥有童心的人难受不已，这段视频在网络竟达到了近两亿的关注。迪士尼乐园规定，演职人员不得随意摘下头套和衣服。孩子踏入迪士尼，就开始童话世界的冒险。他们希望永远都不去干扰大家的梦境，不去破坏所有人的童真。穿着带皮毛的厚重衣服，在炎炎烈日下又唱又跳一小时。这个扮演玫玫的演职人员没有选择摘下头套，在身体不适的时候，仍旧希望守护着迪士尼的最后一丝童真和美好，守护着孩子们的梦！雪梨枚是真实存在的，你一定要相信奇迹啊！这是她内心的坚守...请关怀每一个为你提供过便利或者带来快乐的工作者。祝愿每个人，都能拥有一个彼此尊重的美好。上海迪士尼调整票价 ,26,9,3,9月15日,2100708653,-1
4.45E+15,上海迪士尼调整票价 要是降价不是更多人了？？？平日票也没涨啊，香港迪士尼也不便宜呢吧，咋一个个这么针对上海迪士尼呢。一边说要降价一边又嫌人多。在环球影城开之前，其他的乐园根本就没有可比性不去就不去呗，谁还逼你了真是 ,11,2,0,9月15日,3891544070,0
4.45E+15,【上海迪士尼启用X光机安检】针对部分游客反映安检慢、繁琐、不友好等问题，上海迪士尼乐园启用X光机安检。目前乐园的两个安检通道各新增一台X光机以及新的指示牌，其他安检通道仍为人工安检。游客反映，X光机安检比传统安检速度快了很多。中新视频的秒拍视频 ,578,1038,1042,9月15日,1792829601,1
4.45E+15,上海迪士尼调整票价上海迪士尼最高价涨至699元這是一個搶錢的時代，上海迪士尼先下手為強！ 上海迪士尼最高价涨至699元，你觉得这次调整合理吗？ ,1,0,0,9月15日,1420657134,0
4.45E+15,最好的时光在路上，一路向阳！上海·上海迪士尼乐园 上海·上海迪士尼乐园 2019年的常杀人的微博视频 ,2,0,0,9月15日,1732499253,0
4.45E+15,上海迪士尼调整票价广东人表示：有这个钱，还不如去香港迪士尼，起码不用排队 佛山 ,16,7,0,9月15日,2060672713,-1
4.45E+15,上海迪士尼乐园两日游P1   提前准备P2  入园事项P3~P4  游乐设施体验感以及注意事项P5 一张照片P6 米奇童话专列&amp;点亮奇梦夜光幻影秀P7  娱乐演出&amp;合影项目P8  餐饮小吃P9  拍照购物&amp;总结上海玩乐上海迪士尼分享来自：HeyDan嘿丹 ,15,1,8,9月15日,2846632611,0
4.45E+15,手机壁纸迪士尼 迪士尼公主✖️壁纸👑“所有人都催我长大，只有你愿意把我宠成孩子” 上海迪士尼调整票价 ,12,0,3,9月15日,7299466812,0
4.45E+15,在古代没有电，天黑的时间都非常难熬，古代的女人都干些什么呢？上海迪士尼调整票价 悄悄围观的微博视频 ,19,10,4,9月15日,2639278851,0
4.45E+15,今天是我和他在一起的第453天江西和内蒙古目前一起去过 广州 深圳 西安 上海 南京 还有包头和南昌 都说旅行特别检验情侣 我接下来想说的就是一些我们旅行的小故事我说我想去南京看秋天 下一周就订好了机票陪我去看梧桐看枫叶 他说有个惊喜要给我南京呆了几天之后要带我去上海 偷偷定了迪士尼的票要带我去看烟花 在西安趁我睡觉的时候熬夜给我写小纸条塞在我的手机壳后面🦄在上海的时候因为我午睡突然醒了喊他名字他跟我说很感动 在我睡觉的时候帮我整理好行李 把我的衣服丢进洗衣机里洗好📸每一次旅行我做攻略带他去看他想看的吃他想吃的 只要他说了我就一定能找到 他是路盲但我只要走一次路我就记得 我不愿整理行李丢三落四他就每一次帮我整理好东西 等我过了安检口他才放心 他说我怕你有一天把你自己丢了👧出门我如果不牵他的手他就马上会说某些人一点意识也没有 然后我就会马上挽着他的手他就会说这才对嘛✔️吃饭的时候剥虾是常备技能 把好吃的第一口给我吃也是他的第一反应🥘在一起的时候会给我做饭 给我买花 陪我一起玩一起闹 睡醒的第一件事就是亲我一口睡前的最后一件事是说一句 晚安我爱你🍯对别人有时候脾气不好 对我就很多的忍让 有他在的时候过的真的超级开心 👦最后我想告诉他 我爱你我的男孩❤️,90,27,3,12月5日,3822710584,0
4.45E+15,在迪士尼遇到唐老鸭本鸭 【太可爱！当迪士尼玩偶遇到了自己的“迷你版”】这位小朋友经常在迪士尼乐园，穿着玩偶的cos服和本尊一起玩耍。唐老鸭、史迪仔、米妮...本尊的反应好有爱！ YouTube精彩视频的秒拍视频 上海迪士尼调整票价 ,12,4,4,9月15日,1988563285,1
4.45E+15,在迪士尼遇到唐老鸭本鸭  游上海迪士尼，大小唐老鸭一家四口的即视感，好有爱！ 普吉岛王权新罗接送的微博视频 ,160,55,23,9月15日,3798850551,1
4.45E+15,【沪生育保险和职工医保明年起合并实施！生育保险待遇不降低 | 新民早报 [2019.12.7]】■ 自2020年1月1日起，上海将实现生育保险和职工医疗保险合并实施。两项保险合并实施后，生育妇女生育保险待遇不降低，合并后职工基本医疗保险单位缴费费率为10.5%（含原来生育保险单位缴费费率1%），个人缴费费率不变，仍为2%（生育保险个人仍不缴费）。■ 新版《上海市廉租住房租金配租管理实施细则》优化简化办理流程，廉租对象办理手续最多只跑一次，该细则将于2020年1月1日起施行，有效期至2024年12月31日。■ 上海迪士尼调整票价 明年6月6日起，上海迪士尼乐园将实行四级票价，分别为399元、499元、599元、699元，分别对应常规日（涵盖冬季和秋季的大部分日期）、特别常规日（涵盖春季大部分日期和部分周末）、高峰日（涵盖夏季大部分日期、部分周末及部分节假日假期）和特别高峰日（部分超高客流的法定节假日及其相关调休或假日，以及一些国际性节日）。 新民晚报 ,1,1,1,9月15日,1737737970,0
4.45E+15,在迪士尼遇到唐老鸭本鸭 昨晚上海迪士尼调整票价 ，说是调价，实际就是涨价，相当于一个负面，今天早上一个小朋友cos唐老鸭，就遇到唐老鸭本鸭，虽然这个不是上海的，但这应该是迪士尼的硬广吧？ 武汉 ,15,8,7,9月15日,2661992301,1
4.45E+15,【昨夜今晨 看看大家都在议论些什么吧[思考]】1.新疆反恐纪录片 中国新疆，位于亚洲中部的十字路口，极端主义和恐怖主义构成巨大挑战，代价则是人们的生命。这一切如何滥觞？政府与人民又会付出怎样的代价？请看CGTN纪录片《中国新疆 反恐前沿》↓警告：部分案件和画面属于首次公布，可能引起不适，请慎重观看。（@CGTN ）,27,1,18,9月15日,1870549587,0
4.45E+15,当迪士尼的各位本尊遇上COS自己的小盆友时，哈哈哈哈哈整个人都被治愈啦在迪士尼遇到唐老鸭本鸭    不开心治愈所的秒拍视频  上海迪士尼调整票价 ,202,16,52,9月15日,2191319813,1
4.45E+15,【在迪士尼遇到唐老鸭本鸭】迪士尼乐园里，COS唐老鸭的小朋友遇到了本尊 鸭鸭超嘚瑟的带着他满场炫耀，就像是自己的小鹅几一样~上海迪士尼调整票价围脖视频的秒拍视频 ,8,1,4,9月15日,2139684615,1
4.45E+15,上海迪士尼调整票价 当服务犬在迪士尼遇到唐老鸭，网友：天使也需要被治愈鸭… 搞笑大当家的微博视频 ,143,6,13,9月15日,1002023885,1
4.45E+15,【南财早新闻丨中共中央政治局召开会议，分析研究2020年经济工作】银保监会最新条例：合资寿险公司中外资比例不得超51%；钜盛华方面近期再度减持万科A逾1%股份；北京房租跌至近两年最低水平；上海迪士尼调整票价 三级票价结构变四级票价结构&gt;&gt;南财早新闻丨中共中央政治局召开会议，分析研究2020年经济工作 ,10,4,4,9月15日,1651428902,0
4.45E+15,在迪士尼遇到唐老鸭本鸭 网友带着mini小鸭去迪士尼找唐老鸭玩，没想到唐老鸭竟然做出如此出人意料的举动 YouTube精选的微博视频 上海迪士尼调整票价 ,207,10,23,9月15日,2719969734,0
4.45E+15,上海迪士尼调整票价 这是意料中的事。不对食物进行安检，那么迪士尼内部园区卖食物的收入就下降了一大块。能做的就是涨票价。就如同有些旅行社推出的低价游一样，后面往往导游会带着你买玉石。堤内损失提外补，方法就那么几种。只不过对迪士尼来说，一旦票价上涨。入园人数势必会大大降低。如何看待上海迪士尼涨价,14,5,3,9月15日,1901692317,-1
4.45E+15,上海迪士尼调整票价还好双十一375囤了一张，明年开春去玩 ,0,0,1,9月15日,1795678772,1
4.45E+15,上海迪士尼调整票价欢乐谷它不香吗便宜又好玩 ,16,4,0,9月15日,3716462903,0
4.45E+15,上海迪士尼圣诞季 由于看到孩子雪莉玫shelliemay 在互动时不停的喘着粗气，出于心疼我拿出了一个巧克力准备她下班时悄悄塞她手里，没想到眼尖的她居然发现了于是就有了下面的小片段旁边的露露粉们都乐坏了，说她是个小馋熊[饞嘴] 张晞雅Cecilia的微博视频 ,18,0,2,9月15日,2133201050,1
4.45E+15,上海迪士尼调整票价 上海迪士尼乐园昨天通过官方网站公布将于2020年6月6号起实行的新票务方案。今后，上海迪士尼乐园的票价结构将从开园时的二级，到现在的三级，再到未来的四级。四级票价结构为：常规日、特别常规日、高峰日和特别高峰日。其中，基础门票即“常规日”价格保持不变，仍为399元，涵盖冬季和秋季的大部分日期。新增的一级为“特别常规日”，这一级低于目前票务方案里的中档票价，将包括春季大部分日期和部分周末，价格为499元。“高峰日”将涵盖夏季大部分日期，部分周末及节假日，价格为599元。“特别高峰日”则为超高客流的法定节假日、节假日的调休日以及一些国际性节日，价格为699元。,0,0,2,9月15日,1667942985,0
4.45E+15,日推网友拍到上海迪士尼大白的退场视频，哈哈哈哈哈哈哈未免过于可爱了！！(twi:amitoma1928)  上海迪士尼调整票价     不开心治愈所的秒拍视频 ,81,3,6,9月15日,2892290240,1
4.45E+15,上海迪士尼调整票价  全球都涨价吗如果不是  那么就是。。。。。。。。 ,13,9,0,9月15日,6761481712,-1
4.45E+15,上海迪士尼调整票价 一张迪士尼门票最高价要699元，最低的票价也要399元人民币。如此票价且不论是否高与低，纵观我们一些文旅地产项目，特别是特色旅游小镇项目，不但票价无法与迪士尼相比，许多不要门票的项目，通常也是门可罗雀无人问津。究其原因，或是缺少“原创性特色”所致。红观楼市 ,109,55,3,9月15日,1337447401,-1
4.45E+15,上海迪士尼调整票价 有个问题想问一下大家，你们觉得迪士尼应该不论贫富贵贱让每一个孩子都玩得起，还是只是富人的游乐场呢……？我个人觉得票价高一点没什么不好，又不是生活必需品，没有必要让每个人都负担得起，票价贵一点筛掉一部分底层客户，人少了玩起来更开心 ,13,17,3,9月15日,3796460881,1
4.45E+15,旅游游记┇上海迪士尼 太喜欢迪士尼了 我觉得我上辈子就是个城堡...准备去上海迪士尼玩耍的小伙伴们看起来！让你花最少的时间、排最少的队，去玩最好玩、最值得的项目！希望大家都能在乐园里吃好喝好玩好，带着满满的回忆回家。 ,24,8,18,9月15日,3236257390,1
4.45E+15,世界上有比成都更好的地方吗？没有！没有！不过来上海一年多了都还没去过迪士尼...调不调价也没啥关系....顺口问一句.有人跟我去迪士尼玩嘛？ 成都 ,23,21,0,9月15日,2788772393,0
4.45E+15,梦想也许今天无法实现，明天也不能。重要的是，它在你心里。重要的是，你一直在努力。北京夜场上海夜场上海苏州夜场 杭州夜场广州夜场深圳夜场重庆夜场成都夜场夜场夜总会上海迪士尼澳门夜总会夜场ktv上海约拍   ,23,8,3,9月15日,6875233618,0
4.45E+15,吹一波崭新的阿布扎比华纳兄弟主题乐园，也是这几天最想去的地方，去年才开业，由于气候原因做成了纯室内乐园，里面有几个经典的园区，最喜欢的是哥谭市。整个乐园很多高科技体验，投资应该很大毕竟土豪，娱乐体验很精彩，感觉已经全面超越上海迪士尼。华纳兄弟旁边就是法拉利主题乐园，可以体验下全球最快的过山车。两个乐园有个很爽的共同点，完全不用排队[干杯]很难想象这是在沙漠中建起来的[笑cry][good] ,18,3,27,9月14日,1163461132,1
4.45E+15,上海迪士尼调整票价上海迪士尼最高价涨至699元，你觉得合理吗？本博觉得还是有一些贵了呢，本来就是一个造梦的地方，加上园内吃饭如果节假日高峰人均也要1000+了呢！另外给姐妹们康康上海迪士尼小镇的主题圣诞树🎄啊啊啊好好看！好想去迪士尼过圣诞节哇！姐妹们跟心爱的人一起去许个愿叭[憧憬]！ ,1339,1124,1064,9月15日,2370975472,-1
4.45E+15,上海迪士尼调整票价 没点开之前以为会降价。。。。 ,9,0,1,9月15日,1786889040,-1
4.45E+15,上海迪士尼调整票价不是第一次热搜了，然而我还一次都没有去过呢 ,12,0,0,9月15日,1841418190,0
4.45E+15,看来这么多负面也依然挡不住漫威星战米老鼠们的魅力[冰雪奇缘艾莎][冰雪奇缘安娜] 上海迪士尼调整票价 上海迪士尼最高价涨至699元,2,0,0,9月15日,1771650130,1
4.45E+15,上海迪士尼烟花，满足了很多人的少女梦💕 上海迪士尼调整票价 去玩了的微博视频 ,21,9,8,9月15日,2414771413,1
4.45E+15,上海迪士尼调整票价要是以后北京环球也这个价就好了 反正我要去也是淡季去的 之前淡季去的迪士尼根本没啥人好爽 ,1,2,1,9月15日,1933228657,1
4.45E+15,上海迪士尼调整票价去上海迪士尼如果不做好攻略，那你将体验绝望的一天！ 小姐姐你别笑的微博视频 ,15,4,5,9月15日,6551254602,0
4.45E+15,上海迪士尼调整票价我到现在连迪士尼都没去过 ,14,9,0,9月15日,6065273384,0
4.45E+15,上海迪士尼调整票价 我要去见唐老鸭去了这么多次都没见过本鸭！ ·824Hz·的微博视频 ,14,11,10,9月15日,2651608532,1
4.45E+15,上海迪士尼调整票价中国人脸上是不是写着人傻钱多 ,14,5,0,9月15日,5949069866,-1
4.45E+15,上海迪士尼调整票价航拍的迪斯尼乐园真是美的不像话。  搞笑二娘的微博视频  ,9,0,7,9月15日,5246289170,1
4.45E+15,【上海迪士尼门票明年6月6日起涨价，最高涨至699元】 上海迪士尼调整票价据@澎湃新闻 消息，12月6日从迪士尼度假区官网了解到，自2020年6月6日起，上海迪士尼度假区将调整上海迪士尼乐园目前的三级票价结构，采用全新的四级票价结构，分别为：常规日、特别常规日、高峰日和特别高峰日，对应的门票价格如下：“常规日”门票价格维持不变，仍为399元人民币，涵盖冬季和秋季的大部分日期；“特别常规日”将涵盖春季大部分日期和部分周末，门票价格为499元人民币；“高峰日”将涵盖夏季大部分日期、部分周末及部分节假日假期，门票价格为599元人民币；“特别高峰日”主要包括部分超高客流的法定节假日及其相关调休或假日，以及一些国际性节日，门票价格为699元人民币。,21,21,10,9月15日,1750070171,0
4.45E+15,存 迪士尼攻略 我住的民宿在图三哦 叫忆拾光 爱彼迎上搜索上海迪士尼就可以找到啦 199一晚上 要送迪士尼的话要提前说几点去哦 ,11,11,2,9月15日,1784565562,0
4.45E+15,上海迪士尼调整票价被巴黎迪士尼的这个宣传片感动到了，一只遇到爱豆的小鸭子，我的妈耶，这也太可爱了吧，简直就是遇到爱豆的我本人，好治愈！  巴黎迪士尼乐园宣传片：一只小鸭子 ,21,3,16,9月15日,6420901212,1
4.45E+15,上海迪士尼调整票价 就是弄了个特别高峰期么 ,1,0,1,9月15日,6525653427,-1
4.45E+15,上海迪士尼调整票价上海迪士尼舞台表演cos《冰雪奇缘》美美哒 好料三文娱的微博视频 ,123,26,25,9月15日,6134214082,1
4.45E+15,上海迪士尼调整票价太棒了，终于降价了！ ,1,1,1,9月15日,1347111465,1
4.45E+15,人一辈子，你得信这一条：留得住的不需用力，留不住的不要费力；来去随缘、强求不得上海迪士尼调整票价 ,4,0,3,9月15日,1749123613,0
4.45E+15,【冬日暖阳的“白富美”】童话云和大花园超话白鹤尖，漫山遍野、披银戴玉，冬日里的第一场雾凇不负期待、如约而至。 玉树琼花、轻歌曼舞、婀娜多姿，一望无际的雾凇世界。听说上海迪士尼调整票价 ，你可愿意随我走出照片，走进云和，亲自寻一寻那雾凇的韵味儿。 ,37,32,37,9月15日,2169306777,0
4.45E+15,上海迪士尼调整票价快来康康吧，上海迪士尼度假区6日公布，自2020年6月6日起开始票价变动哦。 这个微博全是图的微博视频 ,126,22,22,9月15日,7135016663,0
4.45E+15,你会这样教育孩子吗？  古玩哥的微博视频 没有TFBOYS的节目上海迪士尼调整票价 ,3,0,2,9月15日,5227820733,0
4.45E+15,上海迪士尼调整票价 【699元！上海迪士尼开园三年两度调价 涨价曾拖累销量】全新的四级票价结构，将于2020年6月6日起实行。@新京报  @新京报经济新闻  699元！上海迪士尼开园三年两度调价 涨价曾拖累销量 ,2,2,0,9月15日,1671068657,0
4.45E+15,快来康康这两个小可爱！！杰拉东尼 达菲熊 迪士尼 上海迪士尼,12,0,6,9月15日,2394756302,1
4.45E+15,上海迪士尼调整票价 同志们！上海有欢乐谷，只要二百元，可以玩一天。常州有嬉戏谷、恐龙园和春秋淹城。 感觉都不错。（不是广告，真的是实打实的说。） 有这699，在上述这些地方，可以玩两个半人了。  都差不多啦，大同小异。何必单恋米老鼠？？？？ ,26,7,0,9月15日,1340646470,-1
4.45E+15,上海迪士尼调整票价搜包，搜包，涨价，涨价 ,1,1,1,9月15日,1224921712,-1
4.45E+15,【上海迪士尼公布票价调整 将于2020年6月6日起实行】12月6日，上海迪士尼乐园公布了新的票价结构和门票价格调整方案，该调整方案将于2020年6月6日起实行。“常规日”门票价格维持不变，仍为399元人民币；“特别常规日”将涵盖春季大部分日期和部分周末，门票价格为499元人民币；“高峰日”将涵盖夏季大部分日期、部分周末及部分节假日假期，门票价格为599元人民币；“特别高峰日”主要包括部分超高客流的法定节假日及其相关调休或假日，以及一些国际性节日，门票价格为699元人民币。,15,16,18,9月15日,1314608344,0
4.45E+15,玫玫真的是元气满满的少女，蹦蹦跳跳真可爱，满满的幸福感喔～[带着微博去旅行]！上海迪士尼调整票价 思明博警的微博视频 ,29,42,22,9月15日,2617786612,1
4.45E+15,杨幂魏大勋帽子发布了头条文章：《切尔西转会禁令获得减刑，1月冬窗可以买人》 切尔西俱乐部经过向国际体育仲裁法庭提出上诉后，现在禁止注册球员转会禁令的刑期获得减半，也就是说下个月冬季转会窗可以引援球员。上海迪士尼调整票价 切尔西转会禁令获得减刑，1月冬窗可以买人 ,3,1,0,9月15日,1287472264,0
4.45E+15,达菲的经典动作我也会，喵～  杰拉多尼超话上海·上海迪士尼乐园 杰拉多尼的微博视频 ,69,20,26,9月15日,2493871333,1
4.45E+15,如何看待上海迪士尼涨价 最好涨价到每张票10万元，这样就很少有人去了，离关门就不远了。这纯粹是市场行为，去的人多了人家就会涨价呗，又不是不去那玩就活不下去，想不通为什么有那么多人争着去送钱？如果去的人少了，他们自然会降价。这还好呢，一根香蕉卖12万美元 给谁说理去啊？[允悲]上海迪士尼调整票价,6,3,0,9月15日,2353227834,-1
4.45E+15,上海迪士尼调整票价价格还是低了，应该按小时收费，设最低消费，人均低于五万不让出门。 ,9,0,0,9月15日,1300441632,-1
4.45E+15,如果你全盘否定别人，认为他们坏透了、品行败坏、毫无价值，那么你该如何评价自己这种愚蠢、不好、不公平的行为呢？我们觉得这种行为很不地道。你因他人的错误而谴责他们，那你怎么能不因自己的错误而谴责自己（你的整个人或人格）？想想这种尴尬处境吧！你对他人的憎恨相当于自我憎恨。你要尽力承认自己的错误、过失、不道德的行为。上海迪士尼调整票价,0,0,1,9月15日,5504767992,0
4.45E+15,上海迪士尼调整票价这么少，我觉得要多加一个0，毕竟你要比猪肉贵一点，不然你怎么跟猪比呢 益阳·万木春购物广场 ,14,4,0,9月15日,6963043129,-1
4.45E+15,上海迪士尼调整票价我不关心票价了...只想听后妈们掰头全球电影排行的微博视频 ,13,6,0,9月15日,3424093182,-1
4.45E+15,上海迪士尼调整票价还是别关心票价了快来看看迪士尼花木兰刘亦菲巩俐李连杰甄子丹slay万里赴戎机 关山度若飞 迪士尼电影的微博视频 ,16,1,0,9月15日,6622904721,0
4.45E+15,【4天3夜上海自由行】上海必打卡景点推荐，网红美食评鉴，迪士尼乐园游玩攻略～想去上海的小伙伴可以参考一下哟！投稿：鹿晨希子 ,2,0,1,9月15日,6520058970,0
4.45E+15,上海迪士尼调整票价我当时才花了299哈哈哈，🈵 爽的！ ,7,7,1,9月15日,2264817675,0
4.45E+15,上海迪士尼调整票价“所有人都催我长大，只有你愿意把我宠成孩子” 小调查👀:迪士尼票价调整甚至上涨 那么你还会去吗？迪士尼陪女朋友去迪士尼的男孩 Ins-guys-here的微博视频 ,10,1,0,9月15日,3717773625,0
4.45E+15,上海迪士尼调整票价去过一次，就因为人真心多，不想再去第二次。 上海·上海迪士尼乐园 ,14,4,0,9月15日,1794145152,-1
4.45E+15,上海迪士尼调整票价399的时候去不就行了…又不是全年699去不起就别说人家贵，便宜的时候也没见你去的了 ,18,3,0,9月15日,6467896026,1
4.45E+15,擦妈Christina Aguilera 1999年现场献唱迪士尼动画《花木兰 》主题歌《Reflection》，20年过去了，旋律依旧如此美好，无可替代。上海迪士尼调整票价  哆啦啦遇上小水豚的秒拍视频 ,11,1,3,9月15日,5776930791,-1
4.45E+15,带着大师环的资格去世界展咯 上海见！迪士尼见！老寒头的喵 ,15,7,0,9月15日,5876857338,1
4.45E+15,为了这段戏，专门打造了这一条私人高速公路，还撞毁了300辆新车上海迪士尼调整票价我的观影报告 北京·学清路 横频酱的微博视频 ,159,6,6,9月15日,6814950587,0
4.45E+15,上海迪士尼调整票价不是…高峰期提高票价的原因难道不是为了调整旅客流量吗？这样做的景点到处都是，逮着迪士尼就咬了？ ,15,0,0,9月15日,5533463376,1
4.45E+15,上海迪士尼调整票价最高价699，你会选择吗？,3,0,0,9月15日,1284032347,0
4.45E+15,上海迪士尼调整票价平时门票才399，节假日高峰期最高才665，这可真是良心价啊！面对这个良心价，你们心动了吗？？还不赶紧的都去打卡发朋友圈？？ ,408,75,1,9月15日,3912817023,1
4.45E+15,上海迪士尼调整票价迪士尼一个励志短片《杂草》，我们一直在抱怨，却从没勇气改变，很值得一看！！ 情感文字匠的微博视频 ,4,0,1,9月15日,3291407752,0
4.45E+15,上海迪士尼调整票价调不调无所谓，反正不去！ ,11,22,0,9月15日,1658767912,-1
4.45E+15,给第一次去上海迪士尼的你[带着微博去旅行]全球旅游攻略的微博视频 ,1126,419,727,9月14日,3837482128,1
